sentence1,sentence2,score,source
"No se reportaron americanos entre las bajas, según el Capitán Michael Calvert, un portavoz del regimiento.","Ninguna de las víctimas eran estadounidenses, dijo el capitán Michael Calvert, portavoz del regimiento.",1.0000,STBS
"iguaran declaró que los detenidos serán acusados de homicidio, colaboración criminal, secuestro y financiación del terrorismo.",iguaran declaró que los detenidos también estaban involucrados en los asesinatos de miembros de la policía de un grupo antisecuestros.,0.7600,STBS
"Cisco ha firmado acuerdos similares con AT&T Corp. T.N , SBC Communications Inc. SBC.N y Sprint Corp. FON.N .","Cisco tiene relaciones similares con los competidores de BellSouth, SBC Communications, AT&T y Sprint Communications.",0.8000,STBS
Una persona limpia la mantequilla en una bandeja.,Una persona está untando con mantequilla una bandeja.,0.8500,STBS
Las diferencias entre Grassley y Thomas sobre la energía y Medicare se han vuelto tan marcadas que otros miembros dicen que su enojada relación personal está avergonzando a la fiesta.,Sus diferencias sobre energía y Medicare se han vuelto tan puntuales que otros miembros dicen que es embarazoso para el partido.,0.7000,STBS
Las fuerzas kenianas causaron el colapso del centro comercial,El oficial dice que las fuerzas kenianas causaron el colapso del centro comercial,1.0000,STBS
Impuesto municipal ¿No se han congelado los impuestos municipales para la mayoría de la gente?,¿No se ha congelado el impuesto municipal para la mayoría de la gente?,0.9600,STBS
Corea del Norte ha afirmado tener ambiciones nucleares y actualmente se informa de que tiene misiles dirigidos a Japón.,Corea del Norte se ha jactado de sus ambiciones nucleares y ahora se informa que tiene misiles entrenados en,0.8000,STBS
Pines dijo que convocaría a los órganos pertinentes del partido en un plazo de 10 días para discutir si se celebrarían nuevas elecciones o si se nombraría un líder temporal.,"Mitzna y el secretario del partido, Ophir Pines, acordaron convocar a las organizaciones del partido en un plazo de 10 días para discutir si se celebrarían nuevas primarias o se nombraría un líder temporal.",0.7200,STBS
10 cosas que hay que saber para el miércoles,10 cosas que hay que saber para hoy,0.6000,STBS
Dos perros en una perrera cercada miran al frente.,Dos chicas en un tipo posando en la proa de un barco.,0.0000,STBS
Un gatito está jugando con un juguete de cuerda azul.,Un gatito está jugando con un juguete.,0.8800,STBS
Una mujer está rompiendo huevos en un tazón.,Una mujer está rompiendo huevos.,0.8000,STBS
Egipto lanza una ofensiva contra los militantes del Sinaí,Egipto lanza una ofensiva contra los insurgentes del Sinaí,1.0000,STBS
"La demanda nombra a Shelley, un demócrata, y a los registradores de los condados de Los Ángeles, Orange y San Diego.","La demanda nombró al Secretario de Estado Kevin Shelley, demócrata, y a los registradores de votantes de los condados de Los Ángeles, Orange y San Diego.",0.8400,STBS
"Musulmanes de Bangladesh incendian santuarios budistas, dice la policía",Los musulmanes incendian los templos budistas,0.7200,STBS
una cabeza de avestruz de cerca.,Un primer plano de una cara de avestruz.,0.8800,STBS
El DJ de Royal Hoax toma medidas contra la estación,Los talibanes bombardean una base de EE.UU. en Afganistán,0.0000,STBS
Los Estados Unidos parecen tener una economía sumergida más pequeña por algunas razones sin ningún orden en particular.,Hay tres factores principales que impulsan la economía sumergida en los EE.UU..,0.5200,STBS
Tienes que decidir qué quieres sacar de esto.,Tienes que averiguar qué es lo que funciona para ti.,0.8000,STBS
"""La economía, sin embargo, aún no ha mostrado un crecimiento sostenible.",Pero la economía no ha mostrado signos de crecimiento sostenible.,0.9500,STBS
No creo que haya una gran diferencia.,No creo que haya mucha diferencia.,0.8000,STBS
Una advertencia: estoy experimentando el final de una migraña de tres días.,Estoy de acuerdo con los comentaristas en que su pregunta es un poco confusa.,0.0000,STBS
Los futuros de las acciones de EE.UU. se adelantan al informe de empleos,"Los futuros de las acciones están en alza, todos los ojos están puestos en la Reserva Federal",0.6000,STBS
Un hombre lleva a otro hombre.,Un hombre rocía a otro hombre con agua de una manguera.,0.1600,STBS
"Mursi toma juramento del cargo, se convierte en presidente de Egipto",Morsi prestará juramento como primer presidente civil de Egipto,0.7600,STBS
los países se oponen a la militarización del espacio y a una carrera de armamentos en el espacio.,China subrayó que la oposición al emplazamiento de armas y a una carrera de armamentos en el espacio ultraterrestre.,0.6400,STBS
"El gobierno ha suspendido recientemente las conversaciones de paz con el FMLI, con la intermediación de Malasia, después de una serie de ataques, incluyendo tres bombardeos, en Mindanao.","El gobierno recientemente dejó de lado las conversaciones de paz que estaban siendo negociadas por la vecina Malasia después de una serie de ataques en Mindanao, incluyendo tres bombardeos mortales, que culpó al FMLI.",0.8500,STBS
Atacante con uniforme afgano mata a 2 tropas de la OTAN,Un hombre con uniforme del ejército afgano mata a un soldado de la OTAN,0.6800,STBS
Corea del Sur e Israel se oponen a la proliferación de armas de destrucción masiva y a la carrera armamentista.,China se opondrá decididamente a la proliferación de armas de destrucción masiva.,0.2800,STBS
Khan Said fue nombrado nuevo líder talibán paquistaní después de la muerte de Hakimullah Mehsud en un ataque con drones.,El jefe talibán paquistaní Hakimullah Mehsud muerto en un ataque con drones.,0.6800,STBS
La mujer está cortando el pastel de pescado.,La mujer está montando a caballo.,0.1600,STBS
"En la superficie de la célula, los componentes extraños son reconocidos por otras células que luego se dan cuenta de que está infectada y la matan.",Los trozos extraños son reconocidos por otras células que se dan cuenta de que está infectado y lo matan.,0.8500,STBS
Un jinete que monta un caballo en un corral.,Un jinete monta un caballo al galope.,0.7200,STBS
Una persona corta en dados un pimiento de naranja.,El cocinero está cortando pimientos.,0.3600,STBS
Las poblaciones de la India cierran más bajo,"Las existencias de Hong Kong cierran un 2,33% más alto",0.3600,STBS
Una chica mueve su largo y húmedo cabello en un lago.,Una persona que va en una moto de cross.,0.0000,STBS
Los gobiernos afgano y estadounidense firman un acuerdo sobre una controvertida redada nocturna,Los afganos y los EE.UU. firman un acuerdo sobre las redadas nocturnas,0.7600,STBS
Sería inusual que una serpiente atacara a una persona estacionaria.,"No soy herpetólogo, pero en mi experiencia, las serpientes están en la categoría ""no me molestas, no te molestaré"".",0.8400,STBS
"Para Kathy Nicolo (Jennifer Connelly), la casa significa estabilidad y familia.",Kathy Nicolo (Jennifer Connelly) está desesperada porque su familia no se entere de que su vida se ha desmoronado.,0.4000,STBS
Dos mujeres posando con un bebé.,Una mujer posa con un bebé.,0.4400,STBS
EE.UU. entrega la prisión de Bagram a las autoridades afganas,EE.UU. transfiere la prisión de Bagram al control afgano,0.9600,STBS
El ataque pareció similar a otros que se produjeron cerca de recintos extraños en Riyadh el 12 de mayo.,"El ataque parecía similar a los ataques realizados cerca de complejos extranjeros en Riad el 12 de mayo, de los que los funcionarios también han culpado a Al-Qaeda.",0.7200,STBS
Irán es el más prolífico aplicador de la pena de muerte en el mundo después de China.,la república islámica es el aplicador más prolífico de la pena de muerte en el mundo después de china.,0.7600,STBS
¿Es posible que un fósforo se ate incluso después de aplicar el método D/L?,"Sí, es posible que un partido se empata después de aplicar el método D/L.",0.8000,STBS
"Cómo los desarrolladores de parques eólicos ""usan trucos de cámara para hacer que las turbinas parezcan más pequeñas de lo que realmente son","Los desarrolladores de parques eólicos usan ""trucos"" para hacer que las turbinas parezcan más pequeñas",0.8800,STBS
"Reid cita un ""tremendo progreso"" en las conversaciones sobre el techo de la deuda",Los líderes del Senado parecen estar cerca del acuerdo del techo de la deuda de los EE.UU.,0.5600,STBS
"Deirdre Hisler, gerente de Government Canyon, dijo que el estado ha puesto sus ojos en esta propiedad desde hace mucho tiempo y está ansioso por completar el trato para obtenerla.","Deirdre Hisler, gerente de Government Canyon, dijo que el estado ha codiciado durante mucho tiempo este pedazo de propiedad, y está ansioso por completar el trato.",1.0000,STBS
El gato está atacando una escoba de hoja de maíz.,Gato gris y blanco sentado en el lavabo del baño.,0.1600,STBS
Una persona rompe un huevo en un pequeño tazón.,Un hombre rompe un huevo.,0.5200,STBS
4 muertos después de que el barco zozobró frente a la costa de Florida,8 muertos después de las fuertes lluvias en la isla de San Vicente,0.1600,STBS
La señora puso al bebé en un cubo de basura.,Una mujer pone a un bebé en un cubo de basura.,1.0000,STBS
Rusia da el visto bueno inicial a la prohibición de la adopción americana,Rusia da su aprobación inicial a la prohibición de adopción,0.7600,STBS
Una mujer apenas vestida está de pie junto a un coche.,Una mujer apenas vestida de pie junto a un pequeño vehículo rojo.,0.7600,STBS
Tu palo se está poniendo rancio.,Tu misoginia se está desordenando.,0.0800,STBS
Una línea fuera de una librería en una calle.,La moto amarilla está aparcada en la calle.,0.0800,STBS
Citas en las noticias,Citas del día,0.6400,STBS
Corea del Norte bloquea el acceso a la zona industrial conjunta,Corea del Norte bloquea el acceso a una zona industrial clave,0.8400,STBS
Un canguro está comiendo algo.,Un canguro está comiendo.,0.9600,STBS
Todo lo que sabemos es esto: Los objetos distantes se alejan de nosotros a una velocidad proporcional a su distancia de nosotros.,La expansión del espacio significa que los objetos en las distancias cosmológicas se alejan unos de otros.,0.6800,STBS
Un hombre se enrolla en un pez.,Una mujer está vertiendo aceite en un tazón.,0.0000,STBS
Un bebé está gateando felizmente.,Un gato está caminando sobre el suelo de madera.,0.0200,STBS
"""Estoy orgullosa de haberme enfrentado a Richard Nixon, no con él"", dijo Kerry.","""Marché en las calles contra Richard Nixon y la guerra de Vietnam"", dijo.",0.4800,STBS
Una mujer está tocando una guitarra.,Un hombre toca la guitarra.,0.4800,STBS
Chris Froome va al final del Tour de Francia,Los conciertos de Chris Brown cancelados nuevo,0.0000,STBS
El hombre está comiendo pizza.,Un hombre está comiendo una rebanada de pizza.,0.9600,STBS
"Las acciones bajaron el martes, ya que los inversores optaron por cobrar las ganancias del gran rally del lunes, a pesar de un trío de informes que sugieren una modesta mejora en la economía.","Wall Street subió el martes, cuando los inversores sopesaron un trío de informes que mostraban una modesta mejora económica contra la necesidad de sacar provecho del gran rally del lunes.",0.5600,STBS
Será difícil encontrar estudios científicos que respondan a estas preguntas con alguna certeza.,Los temas que menciona son muy amplios y no están estrechamente relacionados en el mundo científico.,0.4400,STBS
"""Hemos encontrado el arma humeante"", dijo el miembro de la junta investigadora Scott Hubbard.","""Hemos encontrado el arma humeante"", dijo Hubbard, director del Centro de Investigación Ames de la NASA en California.",0.7200,STBS
cualquier mujer que quiera anticonceptivos puede conseguirlos.,Cualquier mujer que quiera y aborte puede conseguir uno.,0.3200,STBS
Dos periodistas franceses asesinados después del secuestro de Malí,"Dos periodistas franceses secuestrados, asesinados en el norte de Malí",0.9200,STBS
Una mujer está bailando.,Una mujer está haciendo ejercicio.,0.2000,STBS
El portavoz de Putin: Los cargos por dopaje parecen infundados,Lo último en clima severo: 1 muerto en Texas después del tornado,0.0000,STBS
El moderado de Irán gana la presidencia por un amplio margen,Irán amenaza con desencadenar una guerra por el precio del petróleo,0.0800,STBS
El Presidente de Ucrania ordena un cese del fuego de 7 días en el este,"El presidente de Uganda, Museveni, acepta firmar el proyecto de ley anti-gay",0.0400,STBS
Dos perros blancos caminando en la nieve.,Un perro bronceado con un collar negro ladrando en la nieve.,0.4000,STBS
Cinco muertos en una explosión suicida en Pakistán,Al menos 63 muertos en el incendio de una fábrica en Pakistán,0.2000,STBS
"La mayor parte de la India no estaba entonces controlada por Porus, sino por la dinastía Nanda, centrada en Pataliputra.","Creo que Alejandro se desanimó después de que su caballo, Bucéfalo, muriera por una herida recibida en la batalla contra Porus.",0.1200,STBS
Una mujer está cocinando carne.,Un hombre está hablando.,0.0000,STBS
Un hombre está montando a caballo.,Un hombre está conduciendo un coche.,0.2800,STBS
"Los futuros norteamericanos apuntan a un inicio de operaciones inferior al esperado el martes, con inversores dispuestos a probar por primera vez las ganancias trimestrales.","Los mercados de valores de América del Norte tuvieron un comienzo lento el martes, con los inversionistas listos para obtener su primera muestra de las ganancias trimestrales.",0.9200,STBS
Alguien está vertiendo ingredientes en una olla.,Un hombre pone verduras en una olla.,0.5600,STBS
Rusia ratificó el tratado enmendado.,Rusia ratificó el tratado actualizado en 2004.,0.6800,STBS
"El Índice Compuesto del Nasdaq <.IXIC>, basado en la tecnología, aumentó 5,91 puntos, o el 0,29 por ciento, a 2.053,27.","El Índice Compuesto del Nasdaq enfocado en la tecnología <.IXIC> avanzó 6 puntos, o 0,30 por ciento, a 2.053, borrando las pérdidas anteriores.",0.6400,STBS
"La moneda se debilitó ligeramente el lunes para cotizar a 55,34/39, no lejos de su mínimo histórico de 55,75.","La moneda se debilitó brevemente el lunes por la mañana, pero se recuperó para operar a 55.25/29, poco cambiado desde el viernes.",0.4500,STBS
Un primer plano de la cabeza de un caballo marrón.,Un primer plano de un autobús escolar amarillo.,0.0000,STBS
Un hombre está corriendo.,Un hombre está bailando.,0.2500,STBS
"Una adolescente corriendo en una playa gritando, con un hombre mayor caminando detrás de ella.",un niño pequeño corriendo a lo largo de la orilla en una playa,0.3600,STBS
Las noticias son mi negocio,Un nuevo iPad está llegando,0.0400,STBS
La Asociación Internacional de Energía Atómica es el organismo de control de las Naciones Unidas.,la agencia internacional de energía atómica es el organismo de control nuclear de la ONU.,1.0000,STBS
el comunicado de la cancillería panameña declaró que el grupo de trabajo facilitará la transferencia de tecnología y promoverá la producción y el consumo de biocombustibles.,el comunicado de la cancillería panameña dice que panamá y el brasil firmaron 3 tratados de carácter jurídico que incluyen una extradición,0.3600,STBS
"Un panel de tres jueces del 11º Circuito de la Corte de Apelaciones de EE.UU. dictaminó el viernes que el pequeño tamaño, el uso limitado y el propósito secular hacen que la imagen sea legítima.",Un panel de tres jueces del 8º Circuito de la Corte de Apelaciones de los Estados Unidos en St. Louis revocó un fallo emitido el año pasado que apoyaba la ordenanza.,0.5600,STBS
El General Sattler dirige un Grupo de Tareas Conjunto Combinado con base en un barco en el Golfo de Adén y el Océano Índico.,El General Sattler dirige una Fuerza de Tarea Conjunta Combinada a bordo de la nave de comando Mount Whitney.,0.7200,STBS
Las existencias de China cierran más alto después de la reunión económica,Las existencias de China cierran el miércoles a un nivel más alto,0.6800,STBS
Dos perros negros jugando en la nieve.,Un perro negro excava en la nieve.,0.6800,STBS
El Primer Ministro israelí presenta el caso de Irán a los votantes de EE.UU.,Israel culpa a Irán de los ataques a sus diplomáticos,0.2400,STBS
"El abogado del rapero, Mark Gann, no devolvió las llamadas para hacer comentarios.","El abogado del rapero de 27 años en el asunto civil, Mark Gann, no devolvió las llamadas para hacer comentarios.",0.9000,STBS
Un hombre montando su bicicleta en la playa junto al océano.,Un hombre paseando su vaca por el lado de la carretera.,0.1600,STBS
Un niño pequeño se desliza por un tobogán naranja.,Un niño pequeño en overol de mezclilla se desliza por un tobogán naranja.,0.7340,STBS
Una persona está fregando un calabacín.,Una mujer está fregando un calabacín con un cepillo de vegetales.,0.8000,STBS
Militantes de Bangla escapan de la camioneta de la prisión en una emboscada con bomba,Emboscada a una furgoneta de la prisión de Bangladesh,0.6800,STBS
"""Es absurdo"", dijo el entrenador de Funny Cide, Barclay Tagg.","Mientras tanto, el entrenador de Funny Cide, Barclay Tagg, llamó a las acusaciones ""ridículas"".",0.7200,STBS
Una mujer está añadiendo especias a una carne.,La mujer está añadiendo azúcar a la carne.,0.5500,STBS
La fuerte lucha sacude el este de Siria antes de la votación,Los fuertes combates sacuden el este de Siria - los residentes,0.7600,STBS
Un chico empuja un carro con dos calabazas.,Un niño se pone en cuclillas detrás de un vagón con dos calabazas.,0.5600,STBS
La UE se dispone a aplicar nuevas sanciones a Irán,La UE planea nuevas e importantes sanciones contra Irán,0.8800,STBS
"A los 12 meses todavía había una diferencia en la función, aunque no era significativa.","A los 12 meses, todavía había una diferencia entre los grupos, pero no se consideraba significativa.",0.8800,STBS
Un perro marrón claro corre felizmente por un camino.,Un perro pálido corre por un camino.,0.6800,STBS
El nuevo World Trade Center fue declarado el edificio más alto de los Estados Unidos.,Un Centro de Comercio Mundial nombrado el edificio más alto de los EE.UU.,0.8400,STBS
Hong Kong se prepara para una gran manifestación por la democracia en el aniversario de la entrega,Hong Kong se prepara para una gran manifestación por la democracia,0.7600,STBS
Una mujer montando un caballo marrón.,Una persona vestida de blanco en un caballo marrón.,0.6400,STBS
La policía detiene las elecciones presidenciales de Maldivas,Keita gana las elecciones presidenciales de Malí,0.2400,STBS
"El testigo, un aparcador kosovar de 27 años con condenas penales por deshonestidad, recibió 10.000 dólares de News of the World.","El testigo era un aparcador kosovar de 27 años, pagado por el News of the World, que el tribunal escuchó.",0.7250,STBS
Los partidarios del Morsi se enfrentan a la policía antidisturbios en El Cairo,Los manifestantes se enfrentan a la policía antidisturbios en Kiev.,0.1600,STBS
Un escalador está de pie en la cara de la roca junto a la cuerda rosa.,Los niños están corriendo en la nieve con vallas en el fondo.,0.0000,STBS
Mandela pasará la Navidad en el hospital,La película de Mandela se estrenará este mes en Sudáfrica,0.0400,STBS
Myanmar: La oposición reclama la victoria de Suu Kyi,Los votantes en Myanmar esperan que el partido de Suu Kyi gane...,0.6400,STBS
La estrella de Easy Rider Karen Black muere a los 74 años,La actriz de Easy Rider Karen Black muere de cáncer,0.8400,STBS
El huracán Sandy se acerca a la costa este de EE.UU.,El huracán Sandy apunta a la costa este de los EE.UU.,0.9600,STBS
Un avión está siendo preparado para el despegue.,Un pequeño avión de turbohélice siendo cargado en la pista.,0.6800,STBS
Un hombre que toca la guitarra.,Un hombre está tocando una flauta.,0.3600,STBS
Putin declaró que el gobierno ruso podría retirarse del tratado por completo si las naciones occidentales se niegan a ratificar el tratado enmendado.,Putin declaró que Rusia podría descartar el tratado por completo si las naciones occidentales se niegan a ratificar su versión enmendada.,1.0000,STBS
"Junto con el fabricante de chips Intel, las empresas incluyen a Sony Corp., Microsoft Corp., Hewlett-Packard Co., IBM Corp., Gateway Inc. y Nokia Corp.","Junto con el fabricante de chips Intel, las empresas incluyen a Sony, Microsoft, Hewlett-Packard, International Business Machines, Gateway, Nokia y otras.",0.9600,STBS
Al menos 80 muertos en los terremotos del noroeste de Irán,"180 muertos, 1.300 heridos en los terremotos del noroeste de Irán",0.5200,STBS
Un hombre sonriente y una niña posando para la foto.,Un hombre sonriente sostiene a un niño pequeño vestido de rosa y rojo.,0.6400,STBS
En el pasado ha crecido casi como una hierba en nuestras macetas en nuestra cubierta aquí en el norte de Texas.,"Además de las otras respuestas, a la albahaca no le gusta estar húmeda de la noche a la mañana.",0.0400,STBS
Un autobús rojo de dos pisos que va por la carretera.,Un autobús rojo de dos pisos que va por una calle.,1.0000,STBS
Monty Python se reunirá para un nuevo espectáculo,Monty Python se reunirá en el escenario,0.8000,STBS
"Sólo tienes que basar tu respuesta en lo que sabes, que es lo que quieres.","Sí, puedes hacer exactamente lo que quieras.",0.2000,STBS
Un equipo parlamentario y comercial de 20 miembros parte hacia la India,El Secretario de Comercio se tomará una licencia.,0.0000,STBS
"Tom Kasmer, un chico de 14 años de Belmont, N.C., recibió una palabra que sonaba como ""zistee"" durante la competencia de ayer.","El finalista de ortografía nacional de 14 años que asiste a la escuela en Belmont, N.C., recibió una palabra que sonaba como ""zistee"" durante la competencia del miércoles.",0.7500,STBS
Un hombre condujo su coche.,Un hombre está conduciendo un coche.,0.8500,STBS
"El promedio industrial del Dow Jones <.DJI> se redujo 58,69 puntos, o 0,64 por ciento, a 9.137,86.","El promedio industrial del Dow Jones .DJI cayó 79.43 puntos, o 0.86 por ciento, a 9,117.12 el viernes.",0.4800,STBS
un perro marrón y blanco está corriendo por la hierba.,El perro negro y moreno está corriendo por la hierba.,0.6800,STBS
"Hagel lamenta los cambios ""políticos"" en el presupuesto de defensa de EE.UU.",Hagel defiende los recortes propuestos en el gasto de defensa,0.4800,STBS
Perfiles de los candidatos presidenciales de Kenya,Periodista italiano elegido como candidato presidencial,0.2000,STBS
China ha sido elogiada por la comunidad internacional por sus esfuerzos para resolver la cuestión nuclear de la península de Corea.,China ha sido elogiada especialmente por los estados de Asia y el Pacífico por sus esfuerzos para resolver la cuestión nuclear de la península de Corea.,0.8400,STBS
Dos autobuses rojos aparcados con jardines delante de ellos.,Los autobuses rojos están aparcados en un gran edificio blanco junto a un jardín formal.,0.6800,STBS
Un pequeño avión estacionado en un aeródromo con el cielo nublado por encima.,Un pequeño avión blanco estacionado en un aeropuerto en un día nublado.,0.9200,STBS
Un hombre está hablando por teléfono.,Un hombre está caminando por la luna a través de una tienda.,0.0800,STBS
"El presidente y director ejecutivo de St. Paul, Jay S. Fishman, de 51 años, será el director general de la compañía combinada.","Jay Fishman, de 51 años, presidente y director ejecutivo de St. Paul, será el director ejecutivo de la compañía combinada.",0.9500,STBS
Dos chicas están corriendo.,Tres chicos están corriendo.,0.4400,STBS
El Sr. Sahel dijo que la policía había identificado los cuerpos de siete de la célula de 14 personas que se cree que llevaron a cabo los cinco ataques casi simultáneos del sábado.,Dijo que la policía había identificado los cuerpos de siete de los 14 bombarderos que lanzaron cinco redadas casi simultáneas el viernes por la noche.,0.8000,STBS
El actor Gazzara murió a los 81 años,El actor Ben Gazzara muere a los 81 años,0.8800,STBS
Una mujer está untando mostaza en un panecillo.,Un gatito está jugando con el dedo de una mujer.,0.0000,STBS
Y Nugent fue un completo tonto al decir lo que dijo.,Natalie fue una completa tonta por haber insultado a su base de fans.,0.1200,STBS
Los ataques cibernéticos se consideran una amenaza creciente para las redes informáticas militares y civiles.,La OTAN considera que los ataques cibernéticos son una amenaza creciente para las redes informáticas militares y civiles.,0.8800,STBS
El comité se acerca a las grandes decisiones finales de inmigración,El Comité Judicial del Senado se acerca a las grandes decisiones finales en la conformación del proyecto de ley de inmigración,0.6800,STBS
"Además, ofrecía a los Estados Unidos e Israel una forma de trabajar en torno al Sr. Arafat.","Cuando el puesto de primer ministro se estableció en la primavera, ofreció a los Estados Unidos e Israel una forma de trabajar en torno a Arafat.",0.7200,STBS
Es un excelente indicador del cambio climático.,Creo que todos estamos de acuerdo en la naturaleza del cambio.,0.4000,STBS
"El general Myers dijo a los periodistas que ""a primera vista, no parece que se hayan roto las reglas"".","""A primera vista, no parece que se hayan roto las reglas"", dijo el general Richard Myers, presidente del Estado Mayor Conjunto.",0.7200,STBS
5 cooperantes liberados en una operación en el Afganistán,Un terrorista suicida mata a 37 personas en una mezquita del Afganistán,0.1600,STBS
¡La libertad de expresión tiene consecuencias!,"Si la libertad de expresión tiene consecuencias, entonces no es libre.",0.4222,STBS
Las chicas están caminando por el escenario.,Las mujeres modelos están caminando por una pasarela.,0.5200,STBS
Un tren de pasajeros esperando en una estación.,Un tren de pasajeros esperando en la estación de tren de la ciudad.,0.8000,STBS
Un pájaro rojo está encaramado en un árbol.,Un pequeño pájaro rojo y gris encaramado en un árbol.,0.6400,STBS
La gente está cerca del agua,La gente está cerca del agua.,1.0000,STBS
"El funeral de la novia de Oscar Pistorius, Reeva Steenkamp, tiene lugar...",Oscar Pistorius 'disparó a Steenkamp en el baño'.,0.3200,STBS
"Cuanto más lejos, más rápido se alejan las galaxias de nosotros.",Aquí está mi respuesta a una pregunta similar publicada en el sitio web de intercambio de pilas de física.,0.0000,STBS
Una mujer está jugando un juego con un hombre.,Un hombre está tocando el piano.,0.1200,STBS
"Por un lado, no hay nada en el canon que sugiera que los Giradores del Tiempo podrían ir hacia adelante en el tiempo.",Se mencionaron explícitamente los Giradores del Tiempo para su uso en el retroceso en el tiempo.,0.5600,STBS
"En su lugar, las entradas para el jamón de Jersey salieron a la venta anoche a través de Ticketmaster.","Las entradas, disponibles a través de Ticketmaster, salieron a la venta ayer.",0.7600,STBS
El hombre está tocando la guitarra.,El hombre tocaba su guitarra.,0.7334,STBS
Una mujer está apuñalando una patata con un tenedor.,Una mujer está pinchando una patata con un tenedor.,1.0000,STBS
Un hombre está haciendo ejercicio.,Una chica está haciendo ejercicio.,0.6000,STBS
¿Cómo sabes lo que está bien y lo que está mal?,¿Cómo sabes cuál es la historia correcta?,0.4400,STBS
¿A qué hora es Andy Murray contra Roger Federer en la final masculina de Wimbledon? Todo lo que necesitas saber sobre el gran juego,¿A qué hora es la ceremonia de apertura de los Juegos Paralímpicos? Todo lo que necesitas saber sobre el gran levantamiento del telón,0.0800,STBS
"En Hong Kong, 24 pacientes fueron puestos en cuarentena el miércoles después de que siete trabajadores de hospitales públicos desarrollaran síntomas similares a los de la gripe.",Esto después de que siete trabajadores de la salud en un hospital público se enfermaron con síntomas similares a los de la gripe.,0.6000,STBS
Una mujer pela una patata.,Una mujer está pelando una patata.,1.0000,STBS
En algunas lenguas indoeuropeas actuales todavía se pueden ver restos de sistemas numéricos de base 20.,"El inglés moderno, y muchos otros idiomas conocidos, utilizan sistemas de números de base 10 (es decir, decimales).",0.4400,STBS
"Apareció en su pantalla de radar personal la semana pasada, le di mi discurso y me apoyó bastante"", dijo.","""Apareció en su pantalla de radar personal la semana pasada, y tuve que hacer mi lanzamiento.",0.6800,STBS
El icónico escritor de ciencia ficción Ray Bradbury muere a los 91 años,La leyenda de la ciencia ficción Ray Bradbury murió a los 91 años,0.9600,STBS
Dos chicos están hablando por teléfono.,Una mujer está hablando por teléfono.,0.3600,STBS
13 muertos en un ataque terrorista en Afganistán,6 muertos en el ataque a la mezquita de la capital afgana,0.4000,STBS
Un gato golpea rápidamente a un niño en la cabeza.,Un gato y un niño juegan juntos.,0.5200,STBS
Un perro le está hablando a la cámara.,Un perro está comiendo una sandía.,0.1200,STBS
Así que piénsalo de esta manera.,Piénsalo de esta manera.,1.0000,STBS
Una mujer sonriente con una cerveza sentada afuera con otra mujer sonriente.,Dos mujeres sentadas afuera riéndose.,0.6400,STBS
Israel impide que el escritor alemán Grass visite por un poema,Israel impide que el autor alemán Grass se acerque a un poema,0.8800,STBS
La mujer de vestido negro con accesorios rojos está caminando por la calle.,Una mujer con un vestido negro caminando por la calle.,0.7600,STBS
"Además, la cuna del H2210 tiene espacio para cargar una segunda batería.",La cuna del H2200 tiene espacio para recargar una segunda batería.,0.9500,STBS
Un informe de la ONU dice que ambas partes en Siria abusan de los derechos,El líder de la OTAN minimiza el riesgo de un choque entre Turquía y Siria,0.2000,STBS
La ira de China hacia Corea del Norte supera la preocupación por EE.UU.,La ira de China hacia Corea del Norte supera la preocupación por los vuelos secretos de EE.UU.,0.6400,STBS
Las mujeres se están sentando.,Dos mujeres están sentadas cerca una de la otra y hablan.,0.5200,STBS
Depende totalmente de su empresa y su contrato.,Depende de tu compañía.,0.6000,STBS
Las mujeres se enfrentan a primas de seguro de coche más altas,Las mujeres conductoras se enfrentan a un aumento de la prima del seguro,1.0000,STBS
los hombres están a punto de anotar en un torneo de waterpolo,Los dos hombres están a punto de competir en un combate.,0.4000,STBS
Está todo en su cabeza.,Se trata de la adhesión.,0.0000,STBS
"La mejor manera de sacar dinero es deshacerse del lobby, de todo.",La mejor manera de darle la vuelta es sacando dinero.,0.6000,STBS
Un patinador hace trucos en un half-pipe.,Un hombre patina en un medio tubo.,0.7000,STBS
Un tribunal egipcio considera que la liberación de Mubarak,Un tribunal de Egipto ordena la liberación de Mubarak,0.6800,STBS
Un joven está de pie en una zona de baldosas grises.,Un joven está practicando su karate en un gimnasio.,0.2000,STBS
Realmente depende de cómo lo documente el empleador.,Depende de cómo lo diga.,0.4000,STBS
La cabeza de un niño con gafas oscuras está enfocada.,Hay una mujer con la cabeza llena de pelo.,0.0400,STBS
"Los coches, los conductores se zambullen en el río después de Wash. Colapso del puente I-5",Los coches se hunden en el río cuando el puente de los EE.UU. se derrumba,0.6000,STBS
EE.UU. confirma que el líder de Al-Qaeda ha sido capturado,EE.UU. captura al líder de Al-Qaeda pero fracasa en el ataque a Somalia,0.5600,STBS
Romney gana las primarias republicanas de Florida,Romney ve el final de las primarias de los republicanos de EE.UU.,0.3600,STBS
Dhawan aplasta a la India para obtener una gran victoria sobre Sudáfrica,Dhawan ton establece la victoria del Trofeo de la India sobre Sudáfrica,0.8400,STBS
Se teme que tres personas mueran después de que un helicóptero se estrelle contra un pub,Se teme que tres personas mueran después de un accidente en un bar de helicópteros,1.0000,STBS
