"Texto","Sarcasmo"
"IBM y Cisco se asocian para ofrecer servicios telefónicos a través de Internet","0"
"El Banco Mundial alerta de que el 80% de los países crecerán hasta 2026 menos que antes de la pandemia","0"
"Científicos, asombrados ante un perro que se pasea a sí mismo","1"
"Una madre cambia el nombre del grupo de Whatsapp «Nochebuena 2016» por «Nochebuena 2017»","1"
"Crónica de cierre de unas elecciones gigantes desde la sagrada Benarés, el gran feudo de Modi","0"
"Albert Einstein","0"
"Europa, ruega por nosotros","0"
"Qué suerte, el jugador estrella se lesiona justo antes del partido más importante.","1"
"Medicina preventiva, la gran diferencia entre el desarrollo y el subdesarrollo sanitarios","0"
"Un atisbo de esperanza para Gaza","0"
"Las idas y vueltas del puente de la movilidad conflictiva en Valladolid","0"
"Excursión de un día en La Ràpita, memorables mejillones y puestas de sol","0"
"Nos encanta improvisar planes de última hora cuando nos reunimos.","0"
"Rincón de la Victoria recupera 200 metros de vallado que habían sido destrozados por actos vandálicos en El Cantal","0"
"U2 ofrecerá un concierto acústico en España debido al precio de la luz","1"
"Guerra entre Israel y Gaza: resumen del 19/06/2024","0"
"La processó del «procés» recorre Espanya per Setmana Santa","1"
"«Aquàrium de Barcelona: pescado fresco, raciones discretas»","1"
"Con la ola de frío, Protección Civil aconseja acortar las despedidas a solo 180 minutos","1"
"Mejores auriculares manos libres Bluetooth","0"
"‘Els criminals’: libertad sexual antes de la tormenta","0"
"Más de 200 corredores disputan la ultramaratón del desierto del Gobi","0"
"La nueva PlayStation de Sony no admite juegos, tiene forma esférica, bota y de hecho es una pelota","1"
" Uno se retrasaría un poco para fumar o echar un casquete y entonces le rebanarían el pescuezo.","0"
"El Rover Curiosity, harto de ganar siempre a «Piedra, papel o tijera» frente a Marte","1"
"Por qué la NBA vive una de sus temporadas más anotadoras de la historia, en gráficos","0"
"Siete señales que indican que tienes que limpiar tu casa cuanto antes","1"
"Una mujer se apunta a un cursillo de la CIA para convertirse en espía y averiguar qué hacen sus vecinos por la noche moviendo muebles","1"
"Nuevas partidas presupuestarias de 2017","1"
"Sardinas","0"
"Jon Kortajarena, indignado porque ha pedido una vacuna por Glovo y tras dos horas de espera todavía no la ha recibido","1"
"El Civilization VI saca la expansión Cataluña para que cualquiera pueda independizarse de España","1"
"Liberan a un camarero atrapado bajo la camisa de Chicote","1"
"Con ‘V’ de Big Data","0"
"Estos son los cinco españoles con piscina que podrían ser amigos tuyos","1"
"¿Reducirá la inteligencia artificial nuestras capacidades?","0"
"Pirri y Fofó vuelven al calabozo","0"
"Macron alerta contra la “fascinación por el autoritarismo” en Europa en su visita de Estado a Alemania","0"
"Muerte.","0"
"Tras acabar con el coronavirus en la temporada anterior, Pablo Motos se propone ahora poner fin al lesbianismo","1"
"A bordo de un jet privado: la aviación con más emisiones por pasajero sigue creciendo","0"
"Modi pierde su aura de político imbatible en la India al quedar por primera vez en minoría parlamentaria","0"
"El Gobierno exige a Madrid, Comunidad Valenciana y Baleares que corrijan normas educativas por contravenir la Lomloe","0"
"La prohermandad de Las Lanzas busca un templo para su Virgen","0"
"Un turista garabatea su firma con rotulador en una pared con frescos en la antigua ciudad de Herculano","0"
"Caballeros, su amigo en Washington los necesita.","0"
"25 años de la muerte de la Madre Teresa de Calcuta: el rico legado del ángel de los pobres","0"
"Ensañamiento","1"
"Diálogo, mano dura y vejaciones: 10 entrenadores deportivos de película","0"
"La cachimba: una moda para fumar tabaco más nociva de lo que parece para los adolescentes","0"
"Los refugiados saharauis, al borde de la “tragedia humanitaria” por falta de comida","0"
"No.","0"
" Creo que no le pregunté al indicado.","1"
"La inflación en la zona euro repunta dos décimas en mayo y sube por primera vez este año","0"
"«Se me pasó volando la república catalana»","1"
"Salvador Dalí y el cine","0"
"Qué emocionante es cuando tu equipo pierde en el último minuto.","1"
"Centro de proceso sin datos","0"
"Familias expulsadas de sus tierras en Jaén exigen que se las devuelvan: “Nos echaron para que Franco cazara”","0"
"El Madrid gana al Athletic un día después gracias a los dos goles de Ronaldo","1"
"La OMS tranquiliza a la población asegurando que el coronavirus solo afecta a enfermos y ancianos y tú no estás enfermo ni eres viejo ni nada","1"
"Bruselas estudia prohibir las faldas que hacen culo","1"
"Hace el máximo ruido posible al tirar las botellas al contenedor para que todo el barrio sepa que recicla","1"
"Barbie no se venderá a niñas gordas","1"
"La ética no hace milagros","0"
"Torrejón desmontará casi todas las antenas de telefonía móvil","0"
"Probamos el Volkswagen Polo GTI Edition 25","0"
"Falta de vitamina D y protección frente al exceso de sol, un equilibrio complicado","0"
"Al menos 11 muertos en un atentado en Bagdad","0"
"Japanese theme park on the look-out for flamenco dancers in Spain","0"
"La plantilla del Unicaja volverá al trabajo a mediados de agosto","0"
"Polideportivo malagueño: El Costa del Sol peleará por el liderato en la última jornada de la fase regular","0"
"Un matrimonio decide tener seis hijos para salvar la relación porque saben que con uno no bastará","1"
"Un robot aspirador logra encontrar el camino de vuelta a casa desde el vertedero","1"
"Los primeros resultados confirman el anunciado traspié del oficialista CNA en Sudáfrica","0"
"Darly Zoqbi, la portera de las Guerreras a la que apartaron del equipo tras ser madre","0"
"Audiencias: La Unión Europea pide a Pedro Sánchez que condene la violencia en el plató de Sálvame","1"
"Surrealism from Giorgio de Chirico to Francis Bacon","0"
"Dios planea deshacerse de su vieja colección de minerales","1"
"Felipe VI intentó cambiar a la reina Letizia por 14 camellos aprovechando la visita del príncipe saudí","1"
"El Barcelona se hace con el escolta Kevin Punter","0"
"Audiencias: Antena 3 intentará volver de la publicidad antes de que acabe el confinamiento","1"
"Así luce la primera portada de El País escrita íntegramente por la Princesa Leonor","1"
"El excéntrico empresario Donald Trump y el presidente de Estados Unidos podrían ser la misma persona","1"
"Audiencias: Los 40 millones de vicepresidentes del Gobierno irán a divertirse a El Hormiguero","1"
"Vampire Weekend en el Primavera: una fiesta para no despeinarse","0"
"El Gobierno declara secretas las citas con el verificador y Feijóo le exige que informe","0"
"El nuevo 'look' del Despacho Oval","0"
"Estira els cables dels auriculars per desenredar-los i arrossega un autobús","1"
"¿Es posible perder diez kilos en dos días?","1"
"China admite que una explosión química contaminó masivamente el agua de una ciudad","0"
"Miguel Ángel, a través de sus dibujos","0"
"Málaga, provincia andaluza donde menos se encarece la cesta de la compra","0"
"La Hispalense impulsa la Educación Ambiental","0"
"Decideix donar un cop d’estat i abolir la democràcia perquè li ha tocat ser president d’una mesa electoral","1"
"Un concejal del PP reabre una fosa del franquismo para hacerse una piscina","1"
"Estados Unidos no espera grandes cambios en Irán mientras acelera un pacto de Defensa con Arabia Saudí","0"
"Dante Alighieri, todo un personaje","0"
"Ir tirando será un 30% más caro en 2014","1"
"Lume, el pequeño restaurante de Santiago de Compostela donde hacen unas de las mejores hamburguesas de España","0"
"Diez curiosidades de Los Simpson que desconocías","1"
"‘La última sesión de Freud’: estimulante combate dialéctico roto por una narrativa deplorable","0"
"Los del Río gritarán «Aaaaay» cada vez que se detecte un movimiento sísmico en Andalucía","1"
"Messi pide disculpas a los aficionados en China por su ausencia en el partido de Hong Kong","0"
"Mariano Rajoy intenta recuperar la confianza de los españoles grabándoles un cassette con sus canciones preferidas","1"
"Un mosquito se prepara para picar al hombre que mató a su padre el pasado verano","1"
"Muriel Spark, la irónica escritora británica","0"
"La Diputación de Málaga valora el reciclaje de envases pero avisa: se pagan 3,7 millones por enterrar basura","0"
"La medicina deportiva esta marginada en España","0"
"Los pájaros caen en las redes sociales","0"
"Ésta es la mejor fuente de agua para gatos de Amazon","0"
"Los Panchos lamentan que nadie les haya dicho «Ven» en todos estos años","1"
"Las efemérides más destacadas del 15 de junio","0"
"Multan a TVE por publicidad encubierta y su director asegura que con Legálitas esto no habría pasado","1"
"Reabierto el mausoleo de Mao Zedong","0"
"La investigación secreta del crimen del desertor ruso","0"
"Un preso lamenta el cierre de la cárcel Modelo ahora que sólo le quedaba un metro para acabar su túnel","1"
"El poder del lenguaje para alcanzar el bienestar","0"
"España, una fábrica de talentos en taekwondo","0"
"Los equipos de Macron y Sánchez no saben cómo pedirles que dejen de darse “el lote” después de cinco días de arrumacos","1"
"Despiden a un empleado acusándole de haber provocado el simulacro de incendio en la oficina","1"
"Paellador cierra tras acabarse el arroz de la paella gigante de la que extraían todas sus raciones","1"
"Entonces Katarina es una prisionera. Podría arreglar su escape por igual. Ella vive. Jaguar.","0"
"Esto es lo que decían los dirigentes del PP negando la financiación irregular que ha confirmado Costa","1"
"India para soñar","0"
"El mayor proyecto filantrópico español contra dos de los cánceres de peor pronóstico","0"
"Audiencias: El Barça cometió alineación indebida por jugar con catalanes en la Copa del Rey","1"
"La ministra de Cultura de Francia anuncia que estudia la retirada de la Legión de Honor a Gérard Depardieu","0"
"A partir de hoy los usuarios cambiarán de operador fijo en un día","0"
"Ortopedia ‘fashion’ para mejorar la autoestima","0"
"El Coyote decide finalmente encargar a un profesional la caza del Correcaminos","1"
"Tras nacer su quinto nieto, unos abuelos creen que es el momento de explicarle a su hijo cómo no se hacen los niños","1"
"Discute con su pareja en Ikea y se va a dormir a la sección de sofás","1"
"Para qué valen las hojas de reclamaciones: éste es el momento en que debes usarlas","0"
"Moderna de Pueblo: “Hemos pasado del baboso callejero al baboso digital”","0"
"Académicos de la RAE mayores de 80 años proponen eliminar «pene» por falta de uso","1"
"Cinco parrillas para hacer barbacoas: portátiles y compactas","0"
"Matías Prats vuelve de publicidad diez años más viejo","1"
"Venados de cola blanca","0"
"Oh, de acuerdo. Espera, algo más. ¿Si fuese el clon, me lo dirías?","0"
"La crisis obliga a recortar de nuevo el infinito","1"
"Miles de familias desfavorecidas dicen adiós al iPhone 11 después de que el Gobierno apruebe un Ingreso Mínimo que solo llega hasta los 1015 euros","1"
"¿Puedo permitirme vivir en un saco de dormir en el centro de Madrid con mi sueldo de 3000 euros mensuales?","1"
"«Encants Nous: Las mejores cosas oxidadas de Barcelona»","1"
" Llover no, no, no. Estos renos.","0"
"El dilema de quedarse con su marido en Wuhan o montarse en un avión de vuelta a España","0"
" Ups.","0"
"Los equipos saldrán directamente con diez jugadores contra el Barça para evitar expulsiones","1"
"El desagüe de la ducha presume de cabello limpio, largo y sedoso","1"
"En lucha contra la apisonadora","0"
"El Abraham Lincoln más joven","0"
"Ruido de vecinos gimiendo es sustituido por ruido de bebé llorando","1"
"El desbordamiento de los ríos Besteiro y Belelle, en Neda, provoca inundaciones en varias viviendas","0"
"El Supremo tiene congelada desde abril la sentencia por la caja b del PP para no interferir en las sucesivas elecciones","0"
"Multan a un mimo por construir una pared de cristal sin permiso del Ayuntamiento","1"
"Una pareja de voluntarios chinos lucha contra la COVID en primera línea de batalla","0"
"La Emily Dickinson del Bronx","0"
"Sergio Ramos ya hace guardia en la ventana esperando a la cigüeña","1"
"Rescatan a un señor que llevaba quince años repitiendo tercero de BUP","1"
"El Gobierno respalda que el fiscal general filtrara el pacto de conformidad confidencial del novio de Ayuso","0"
"En busca de Amelia Earhart, pionera de la aviación","0"
"El United le arrebata la FA Cup al City","0"
"Una niña sin prejuicios permite que su Barbie se bese con un dinosaurio","1"
"Si no fuera por el VAR, el Real Madrid tendría 33 Ligas y 13 Copas de Europa","1"
"La inmensa huella ecológica de Catar","0"
"El Unicaja recupera su identidad y a Osetkowski","0"
"España avanza con paso firme en el Europeo de críquet","0"
"El negocio de aprender a respirar, la nueva obsesión de la industria del bienestar","0"
"Diez pasos para deshacerte de tus inquilinos morosos","1"
"Eurovisión llega a su final sin un candidato claro y con la incógnita de Israel","0"
"¿Y si no hubiese VAR en la Eurocopa? Una disputa por la patente tecnológica del videoarbitraje dispara la incertidumbre","0"
"90 years since the famine genocide in Ukraine","0"
"Cobrar el alquiler por adelantado y también luego a final de mes y otros trucos para sacar más dinero de tu vivienda","1"
"Manuel Jiménez, el ‘tiktoker’ que viraliza lo bueno de las Tres Mil Viviendas: “Muestro lo que la gente no sabe”","0"
"Las enfermeras que se quedan sin trabajo en Cataluña: “Si faltan profesionales, ¿por qué no nos renuevan?”","0"
"Las 10 personas más influyentes de 2016","1"
"En favor de la epidemiología y de los epidemiólogos","0"
"Pecco Bagnaia recupera el pulso y triunfa en un GP de Catalunya de sesera","0"
"Pablo Iglesias ejerce su derecho a voto en el Club de Golf Royal Galapagar","1"
"El Ayuntamiento de Pamplona insiste en que la mujer no sufre en los Sanfermines","1"
"Un militante de PACMA, harto de tener que trabajar en la caseta de perro oficial del partido","1"
"Hot Dog... el film","0"
"¿Qué personajes históricos, cantantes, actores, eruditos, socialités,... fallecieron un 21 de abril?","0"
"Un reponedor de Carrefour entiende de repente la teoría del eterno retorno de Nietzsche que le explicaron en el instituto","1"
"Ya hay más grupos de Whatsapp que de pop español aflamencado","1"
"Putin reclama a Ucrania que ceda más territorio antes de plantear un alto el fuego","0"
"Frutero con las uñas negras sólo vende productos recogidos por él mismo","1"
"La OMS recomienda insultar en Internet para mejorar la autoestima","1"
"Qué suerte, siempre hay un gasto inesperado justo después de cobrar.","1"
"Estopa y El Barrio actuarán en Miribilla","0"
"Que sigo aquí. ¿Pero cómo habéis podido? ¿Cómo habéis podido liaros mientras yo estaba en el manicomio?","0"
"¿La nueva Greta Thunberg? Esta mujer ha puesto una maceta en el balcón de su vivienda","1"
"Brasil pintará de colores las armas de las favelas para mejorar la imagen de sus ciudades","1"
"Esto es lo que debes hacer si sospechas que alguien te está envenenando","1"
"Saint-Supéry se queda sin final de ascenso a la ACB, donde sí estará Nzosa","0"
"Pixar presenta Codicia, la nueva emoción que protagonizará las secuelas 3, 4, 5 y 6 de ‘Inside Out’","1"
"“Solo me masturbo por trabajo”: así se prueban los juguetes sexuales antes de salir a la venta","0"
"El ecoturismo","0"
"Veure els pares cridant cada cop que trepitgen una peça de plàstic ja és l’activitat preferida dels nens catalans","1"
"El peor crimen que puede cometer una mujer. Verónica Ann Bennett, te encuentro culpable de tener el cabello desarreglado.","1"
" Sí, hola.","0"
"El ganador del sueldo para toda la vida de Nescafé exige un aumento","1"
"Pobre iluso. Si 12 años de matrimonio me enseñaron algo es que no existen las disculpas sin arrodillarte.","0"
"Dos excelentes muestras de cine asiático mantienen el interés del certamen","0"
"Trucos para saber si estás viviendo en la tercera planta de El Corte Inglés","1"
"Jornada previsible y con signos de continuidad en la liga de las estrellas","1"
"Chris Klebanoff, oncólogo: “Tenemos que ser más precisos en la forma en que tratamos a cada paciente con cáncer”","0"
"Medicina familiar y comunitaria","0"
"Acento femenino en el Festival de Teatro: 'Adictos', 'Tea rooms', 'La Celestina', 'Inés de Ulloa' y 'Señora Einstein'","0"
"La deuda pública retoma la tendencia ascendente en noviembre","0"
"Miguel Ángel Revilla reconoce que hace todo lo que le susurran las anchoas","1"
"Consejos para ver un partido en casa con tus amigos","1"
"Lo echan del Museo del Jamón por tocar un bocadillo","1"
"Las mejores casas con hueco enfrente para aparcar el coche ahora mismo","1"
"Este domingo jugaré un partido de fútbol en el parque con mis amigos.","0"
"Vecpho, una agencia para los creadores de contenido","0"
"Diez cosas que nos vuelven locas en la cama","1"
"Una pareja se calienta en El Corte Inglés, se sube a un sofá y acaba viendo una serie allí mismo","1"
"¿Dónde están los Luther King de hoy?","0"
"Pitingo se ofrece para cantar en la investidura de Trump","1"
"El Barcelona Poesía culmina con el gran recital de clausura en el Palau de la Música","0"
"Ecología y corrientes marinas, la apuesta española para la Expo de Osaka 2025","0"
"Renfe acusa els CDRs de sabotejar la seva pàgina web durant anys","1"
"Según tu cuñado el Alfonso, la pizza cuatro quesos que te han servido solo tiene tres quesos","1"
"Millones de personas, aliviadas porque ha fallecido George Martin, productor de los Beatles, y no el autor de ‘Juego de Tronos’","1"
"Cataluña incentiva con hasta 9.000 euros nuevos residentes de medicina familiar","0"
"Cinco búnkeres con encanto que puedes encontrar en Idealista","1"
"¿Qué tal el sexo?","0"
"""Mi estómago es de allí donde ruedo películas""","0"
"Precio de la luz por horas este jueves: los tramos más baratos","0"
" Una mierda de esas de Disney.","0"
"El Conde Drácula contrata a seis becarios para que muerdan por él","1"
"Xi Jinping: la propagación de la covid-19 en Wuhan está “básicamente contenida”","0"
"El negocio de llevar medicinas hasta la puerta de casa","0"
"Repsol imita a Starbucks y empieza a apuntar el nombre de cada cliente en los coches al servir la gasolina","1"
"Los narcotraficantes de Río de Janeiro cierran una favela con puertas de hierro","0"
"René Descartes, la tentación geométrica","0"
"Un café de especialidad empieza a sospechar que está siendo consumido con el único objetivo de ir al baño","1"
"Nace un niño debiendo dos meses de alquiler","1"
"Álora se une a la petición de Ardales y Carratraca para el refuerzo «inmediato» de las urgencias médicas en el Guadalhorce","0"
"¿Cuál es la mejor marca de espaguetis del supermercado?","0"
"La muerte de Chueca: cuando el Nike era un espacio seguro","0"
"Una pareja de mormones llama al timbre del Vaticano para dejar unos folletos","1"
"Fuera.","0"
"Audiencias: El público de El Hormiguero acusa a Pablo Motos de blanquear a Iñaki Williams","1"
"La UE admite que basta con poner una pegatina verde a los electrodomésticos para que sean ecológicos","1"
"Audiencias: HBO anuncia cuándo anunciará el anuncio de la promo de Juego de Tronos","1"
"Mijas launches wildfire prevention campaign in both Spanish and English","0"
"Un padre de familia está “raro” desde que vio Matrix por primera vez el pasado viernes","1"
"La nueva novela de Murakami va sobre un escritor que se vuelve loco y mata a todo el jurado del Nobel","1"
"¿Intervenir? ¿Con la pubertad? ¿Lo vas a convertir en rey Fienz? En Dragón Rojo. Está en esa edad. Deberíamos estar orgullosos. Vaya, sus expectativas son así de bajas.","1"
" ¿Alan?","0"
"Alcaraz desempolva la hierba","0"
" Papá, no he sido yo, ha sido...","0"
"Los sindicatos redoblan sus denuncias contra el decreto que permite a las direcciones seleccionar profesorado","0"
"‘SPARK’, la noche en la que luciérnagas electrónicas darán la bienvenida al año nuevo","0"
"La Junta inicia la elaboración del presupuesto de 2025 con la inclusión de las primeras medidas de simplificación","0"
"«Soy adicto al aplauso del público»","0"
"Valentín Barranco, el taekwondista malagueño que apunta a Europa","0"
"LIV Golf, el pozo sin fondo de los petrodólares","0"
"50 libros para regalar estas navidades","1"
"El Monstruo de las Galletas mata a un niño en el recreo y le roba un paquete de cookies","1"
"El Palacio Bosch, la lujosa mansión donde se hospedará Obama en Buenos Aires","0"
"Carles Puigdemont, primer cliente de Albert Rivera en el bufete de abogados","1"
"Invicta Pocco: el urbano eléctrico con 150 km de autonomía","0"
"Mitos griegos, cine de autor y viajes urbanos, entre las propuestas televisivas para hoy","0"
"¿Cuál es la máxima altura que puede saltar un humano?","0"
"Los recortes en Ciencia obligan a los matemáticos a poner anuncios en el número Pi cada diez cifras","1"
"Julio César rompe el mito","0"
"¿Qué dispositivos de seguridad debes activar para la cumbre de Nochebuena  que se celebrará en tu casa?","1"
"Las nuevas zapatillas de estar por casa, bastante mejores que la casa","1"
"Alhaurín de la Torrre construirá aparcamientos disuasorios para despejar el centro","0"
"Padre de familia ve el fútbol juegue quien juegue","1"
"Manuela","1"
"Costa Press Club members prove they are snappy dressers for summer party","0"
"Philips presenta una bombilla de muy bajo consumo que no da luz","1"
"Patricia Ramírez, la madre del 'Pescaíto'","0"
"Los borrachos lamentan que Hollywood siempre contrate a actores sobrios para interpretarlos","1"
"Audiencias: ETA acude a divertirse a El Hormiguero","1"
"Claves de los ingresos y los gastos para los autónomos en el IRPF","0"
"Anonymous: «Todo el mundo debería saber esto»","1"
"La Burguer Creatione de Savanna","0"
"La hostelería adopta la tecnología para sorprender al cliente","0"
"Las causas de la sequía que no abordamos","0"
"¿Qué han hecho los gallegos con el chapapote del Prestige?","1"
" Increíble. ¿Vas a seguir con este numerito hasta el final?","0"
"PSC, ERC y Junts buscan en sus filas candidatos a la presidencia del Parlament ante la dificultad de pactar un nombre de consenso","0"
"Jugador adolescente del Battlefield asegura haber hecho el amor con tu madre","1"
"Bienvenido, ‘Monsier’ Dupont: las Series Mundiales de rugby a siete coronan a Francia","0"
"«He encontrado tanto dinero en los bolsillos del año pasado que ‘Forbes’ me ha entrevistado»","1"
"¿Angustia vital? Mejor llame a su terapeuta filosófico","0"
"Alberto Longo: «Valencia es candidata a ser la base logística de la Fórmula E»","0"
"Los bancos de semen piden un rescate por falta de liquidez","1"
"Medicina familiar","0"
"De residuo a hilo de alta calidad. Así transforma el reciclaje los tejidos en nuevos materiales","0"
"Granja de cerdos versus complejo de ecoturismo","0"
"Rajoy comparece en el Congreso para explicar una viñeta de El Roto","1"
"El Vaticano admite que algunos sacerdotes se dopan para tener más fe","1"
"El puerto deportivo de San Andrés en Málaga estará en obras a finales de este año","0"
"«¿Quién ha puesto la mantita de mi sofá en Tripadvisor? Se me ha llenado de gente»","1"
"El Barça conquista el doblete y ya solo piensa en el reto de Eurovisión","1"
"Hunter. Hunter.","0"
"¿Habrás comprado boletos de avión?.","0"
"Hot dog... el filme","0"
"Las novias de los asesinos de Samuel entran en la cárcel acusadas de ser malas influencias","1"
"La Axarquía toma conciencia sobre los peligros del tabaco","0"
"EE UU traslada su portaaviones 'USS Abraham Lincoln' al Golfo de Omán","0"
"El Atlético vuelve a naufragar a domicilio","0"
"Alemania también gana cuando aburre","0"
"«Has dejado tu carrito de la compra a medias, ¿seguro que no quieres completar tu compra?», dice un hombre que está de pie, en tu casa, con un cuchillo en la mano y recordándote que al final no pulsaste el botón de «pagar» en una tienda online","1"
"Damián Quintero y María Torres luchan este sábado por las medallas del Europeo","0"
"Alternativas ecológicas al aire acondicionado","1"
"Time Warner cobrará en función del consumo de ancho de banda","0"
"Bayern y Manchester United exhiben sus defectos","0"
"Vincent Van Gogh / La 2 (15.30)","0"
"Daniel Sancho niega ante el juez el asesinato premeditado de Edwin Arrieta y dice que fue un accidente","0"
"Los españoles advierten al Gobierno de que están aburridos pero no tanto como para ponerse a leer el BOE","1"
"Alba by Serafina: Italian cuisine in Marbella","0"
"Descubren un autorretrato oculto de Van Gogh detrás de otra pintura","0"
"Los empleados del metro, hartos de tener que triturar a los pasajeros despistados que se quedan en el vagón tras la última parada","1"
"Test: ¿Qué tipo de vecino eres?","1"
"Qué bien, una tanda de penaltis donde todos fallan, ¡qué espectáculo!","1"
"Prueba planetaria en Internet del iPv6","0"
"Los jugadores del Leganés volvieron ciegos a Madrid por culpa de las luces de Navidad de Vigo","1"
"Las lecciones críticas de Virginia Woolf","0"
"Impotencia torera","0"
"Di adiós a los químicos y pásate a los desodorantes naturales. ¡No irritan la piel y duran un montón!","0"
"Atracan una joyería y se llevan doce horteradas","1"
"Puede usted interrumpir a su robot","0"
"Condenado a 5.400 euros de multa y 18 meses sin carné el conductor de un camión que arrolló y mató a la ciclista Estela Domínguez","0"
"Valderrama gears up for star-studded LIV Golf Andalucía starting next month","0"
"Cuentos infantiles","0"
"El Gobierno cancela 2013 por los malos resultados","1"
"París fabrica en plena calle gel desinfectante","0"
"El Barça de Xavi y su vuelta a empezar en Riad","0"
"Barack Obama aplaza su visita a España porque El Hormiguero tenía otro invitado ya cerrado","1"
"Audiencias: Pedro Sánchez y su Falcon, protagonistas de «Volando voy» con Jesús Calleja","1"
"1.800 ejecuciones en China desde el mes de abril","0"
"Una madre desea en silencio que su hijo no se termine el plato para comerse ella sus espaguetis","1"
"¿Qué personajes históricos, cantantes, actores, eruditos, socialités,... fallecieron un 08 de mayo?","0"
"El Colegio de Médicos alerta del “aumento de intrusismo” en Cataluña","0"
"Alfonso López-Chau, rector y candidato presidencial peruano: “La Constitución defiende intereses mezquinos; hay que cambiarla”","0"
"Espectacular alley-oop","0"
"Un mapa del fondo marino del Mar Menor permitirá conocer la evolución de sus ecosistemas","0"
"Carolina Marín pierde la final y no consigue su cuarto mundial de bádminton","0"
"Nueva ley digital de menores: ¿Cómo afecta a padres e hijos? 5 claves sobre móviles, internet y redes sociales","0"
"Una cifra millonaria para recuperar los océanos","0"
"Biden cree que Irán atacará a Israel “más pronto que tarde” y le pide que no lo haga","0"
"Adolescente atormentado, sin ideas originales para sus próximos intentos de suicidio","1"
"Por qué el ceviche peruano es Patrimonio Cultural Inmaterial de la Humanidad","0"
"Cierran la fábrica de Azucarera Española después de que un trabajador meta una cucharilla húmeda sin querer","1"
"Frigo le pone venas al Calippo","1"
"Svetlana Stalin","0"
"Los españoles reclaman a Inditex que done más impuestos","1"
" Sí, sí, sí. Pero no perdamos.","0"
"Claro, y yo quiero un novio cuyo compañero de piso no sea un grano en el culo.","1"
"En la cama con Mark Twain y otros escritores 'horizontales'","0"
"El Ejército interviene en Jamu y Cachemira para restaurar el orden","0"
"Salen a la venta los primeros cigarrillos electrónicos de liar","1"
"Las efemérides más destacadas del 02 de junio","0"
"Un test de cáncer de mama con saliva: cuando las noticias se alejan de la realidad","0"
"Un niño se ve obligado a saltarse las clases de matemáticas para pasar más tiempo con sus padres","1"
"Muere el escritor y Premio Nobel asdawdwef dewfdewifewo43t1sac","1"
"EE UU lanza una alianza global contra el fentanilo: “Si no actuamos juntos, será una catástrofe”","0"
"Eurocup 2024-2025: tres equipos españoles y gran nivel","0"
"Bomberos extinguen un incendio de papel y madera en una cuba en el PTA","0"
"Previsión meteorológica: la lluvia obligará a compartir el paraguas con la pareja","1"
"Certera representación sobre el rol de la mujer en Occidente quedaría bien en pequeñito sobre el sofá, según mamá","1"
"Los padres españoles reclaman el estreno de Supervivientes Kids para mandar a sus hijos a una isla remota todo el verano","1"
"Madonna responde a la demanda por los retrasos en sus conciertos: “Mis fans saben que actúo tarde”","0"
"Muy bien, vamos. Muy bien, llegamos. Vamos.","0"
"La nostalgia y la melancolía en la era del futuro abolido","0"
"La serie tiene un ritmo lento pero está llena de detalles que valen la pena.","0"
" Quería agradecerles por dejarme vivir con ustedes todo este tiempo.","0"
"Indo refuerza su presencia en China","0"
"Playas App, la herramienta de una empresa malagueña para el control del aforo en las costas españolas","0"
"AGP-T4","0"
" Sí.","0"
"Por qué ‘machine learning’ sera la tecnología más importante en 2018","0"
"Una mujer con un padrastro busca en internet si podría ser un síntoma del coronavirus","1"
"El trampantojo mexicano","0"
"Un hombre, preocupado porque su mujer ve los programas de ‘true crime’ tomando apuntes","1"
"¿Qué opinan los españoles de los “millennials”?","1"
"La UMA instala su Oficina de Innovación y Cooperación Tecnológica en Málaga TechPark","0"
"Construcción sostenible","0"
"Unicaja: 18 años y siete intentos de ganar una semifinal liguera","0"
"Sendmail alerta de un fallo de seguridad en su sistema de correo electrónico","0"
"Joyas de las plataformas: monstruos humanos","0"
"Montero e Iglesias planean educar a un gemelo en el marxismo leninista y al otro en el marxismo luxemburguista","1"
"Un puente marca Hadid que acompaña el paisaje","0"
"García Ortiz defiende su criterio sobre la amnistía al ‘procés’ ante una cúpula fiscal dividida","0"
"«6 en 1» presenta su nuevo lubricante para cerraduras, puertas, anos, vaginas y ventanas","1"
"Invertí una parte de mis ahorros en un fondo de inversión.","0"
"Montero plantea hacer permanente el impuesto sobre las grandes fortunas","0"
"El Gobierno retira la ley del suelo en el último momento, ante la falta de apoyos en el Congreso","0"
"Barcelona ya no está de vacaciones","0"
"Se deja puesto el filtro de Snapchat y aparece en una reunión con orejas de conejo y nariz de cerdo","1"
"Una anciana sin ideas se ve obligada a bordar «Lorem ipsum» en un cojín","1"
"Los robots aspirador y friegasuelos más valorados por los usuarios en 2024","0"
"Apple le añade pendientes de aro al iPhone 5","1"
"La zona especial china de Shenzhen tendrá moneda propia","0"
"El español en Calcuta","0"
"Cómo evitar que Nacho Cano construya una pirámide azteca en el salón de tu casa con permiso del Ayuntamiento","1"
"¿La mujer más influyente del mundo? Esta mujer eligió dar a luz en el mar y ahora 5.000.000.000 de peces la imitan cada día","1"
"El Vivero de Empresas de Alhaurín de la Torre acoge un seminario de Inteligencia Artificial","0"
"Un niño de siete años empieza a sospechar que su madre cocina mal","1"
"Cirugía estética avanzada para la mejora de la salud sexual y la imagen corporal","0"
"Ah, entendí la referencia, qué mal.","0"
